url,title
https://a16z.com/portfolio/,a16z Portfolio: Active Investments & Exits | a16z
https://www.sequoiacap.com/companies/,Our Companies | Sequoia Capital
https://www.benchmark.com/portfolio/,404 Not Found
https://www.ycombinator.com/companies,The YC Startup Directory | Y Combinator
https://www.techstars.com/portfolio,Portfolio: Startup Companies We've Grown | Techstars
